# generated for laser system 2
# Made by hand by Matthias
# N, HRM, VRM, HS, VS, S, SC, AT, AP
44, 585000, 0, 4000, 8000, 4, 0, 3500, 0
45, 0, 12500, 8000, 8000, 0, 0, 3500, 0
46, -585000, 0, 4000, 8000, 4, 0, 3400, 0
47, 0, 12500, 8000, 8000, 0, 0, 3400, 0
48, 585000, 0, 4000, 8000, 4, 0, 3400, 0
49, 0, 12500, 8000, 8000, 0, 0, 3400, 0
50, -585000, 0, 4000, 8000, 4, 0, 3400, 0
51, 0, 12500, 8000, 8000, 0, 0, 3400, 0
52, 585000, 0, 4000, 8000, 4, 0, 3400, 0
53, 0, 12500, 8000, 8000, 0, 0, 3400, 0
54, -585000, 0, 4000, 8000, 4, 0, 3300, 0
55, 0, 12500, 8000, 8000, 0, 0, 3300, 0
56, 585000, 0, 4000, 8000, 4, 0, 3300, 0
57, 0, 12500, 8000, 8000, 0, 0, 3300, 0
58, -585000, 0, 4000, 8000, 4, 0, 3000, 0
59, 0, 12500, 8000, 8000, 0, 0, 3000, 0
60, 585000, 0, 4000, 8000, 4, 0, 3000, 0
61, 0, 12500, 8000, 8000, 0, 0, 3000, 0
62, -585000, 0, 4000, 8000, 4, 0, 1500, 0
63, 0, 12500, 8000, 8000, 0, 0, 1500, 0
64, 585000, 0, 4000, 8000, 4, 0, 1500, 0
65, 0, 12500, 8000, 8000, 0, 0, 1500, 0
66, -585000, 0, 4000, 8000, 4, 0, 1500, 0
67, 0, 12500, 8000, 8000, 0, 0, 1500, 0
68, 585000, 0, 4000, 8000, 4, 0, 1500, 0
69, 0, 12500, 8000, 8000, 0, 0, 1500, 0
70, -585000, 0, 4000, 8000, 4, 0, 1000, 0
71, 0, 12500, 8000, 8000, 0, 0, 1000, 0
72, 585000, 0, 4000, 8000, 4, 0, 1000, 0
73, 0, 12500, 8000, 8000, 0, 0, 1000, 0
74, -585000, 0, 4000, 8000, 4, 0, 1000, 0
75, 0, 12500, 8000, 8000, 0, 0, 1000, 0
76, 585000, 0, 4000, 8000, 4, 0, 1000, 0
77, 0, 12500, 8000, 8000, 0, 0, 1000, 0
78, -585000, 0, 4000, 8000, 4, 0, 1000, 0
79, 0, 12500, 8000, 8000, 0, 0, 1000, 0
80, 585000, 0, 4000, 8000, 4, 0, 1000, 0
81, 0, 12500, 8000, 8000, 0, 0, 1000, 0
82, -585000, 0, 4000, 8000, 4, 0, 1000, 0
83, 0, 12500, 8000, 8000, 0, 0, 1000, 0
84, 585000, 0, 4000, 8000, 4, 0, 1000, 0
85, 0, 12500, 8000, 8000, 0, 0, 1000, 0
86, -585000, 0, 4000, 8000, 4, 0, 1000, 0
87, 0, 12500, 8000, 8000, 0, 0, 1000, 0
88, 585000, 0, 4000, 8000, 4, 0, 1000, 0
89, 0, 12500, 8000, 8000, 0, 0, 1000, 0
90, -585000, 0, 4000, 8000, 4, 0, 1000, 0
91, 0, 12500, 8000, 8000, 0, 0, 1000, 0
92, 585000, 0, 4000, 8000, 4, 0, 1000, 0
93, 0, 12500, 8000, 8000, 0, 0, 1000, 0
94, -585000, 0, 4000, 8000, 4, 0, 1000, 0
95, 0, 12500, 8000, 8000, 0, 0, 1000, 0
96, 585000, 0, 4000, 8000, 4, 0, 1000, 0
97, 0, 12500, 8000, 8000, 0, 0, 1000, 0
98, -585000, 0, 4000, 8000, 4, 0, 1000, 0
99, 0, 12500, 8000, 8000, 0, 0, 1000, 0
100, 585000, 0, 4000, 8000, 4, 0, 1000, 0
101, 0, 12500, 8000, 8000, 0, 0, 1000, 0
102, -585000, 0, 4000, 8000, 4, 0, 1000, 0

